type,id,bnf_code,nm,form_route
amp,4047411000001107,0603020AAAAABAB,Dexamethasone (base) 3.3mg/1ml solution for injection ampoules (Pfizer Ltd),solutioninjection.intraarticular
amp,4047711000001101,0603020AAAAABAB,Dexamethasone (base) 3.3mg/1ml solution for injection ampoules (Alliance Healthcare (Distribution) Ltd),solutioninjection.intraarticular
amp,19532111000001104,0603020AAAAABAB,Dexamethasone (base) 3.3mg/1ml solution for injection ampoules (hameln pharma Ltd),solutioninjection.intraarticular
amp,32167711000001108,0603020AAAAABAB,Dexamethasone (base) 3.3mg/1ml solution for injection ampoules (Wockhardt UK Ltd),solutioninjection.intraarticular
amp,22084911000001106,0603020AAAAACAC,Dexamethasone (base) 6.6mg/2ml solution for injection ampoules (hameln pharma Ltd),solutioninjection.intraarticular
amp,22127411000001109,0603020AAAAACAC,Dexamethasone (base) 6.6mg/2ml solution for injection ampoules (A A H Pharmaceuticals Ltd),solutioninjection.intraarticular
amp,28039811000001104,0603020AAAAACAC,Dexamethasone (base) 6.6mg/2ml solution for injection ampoules (Alliance Healthcare (Distribution) Ltd),solutioninjection.intraarticular
amp,4044111000001107,0603020H0AAABAB,Dexamethasone 4mg/1ml solution for injection ampoules (A A H Pharmaceuticals Ltd),solutioninjection.intraarticular
amp,4044311000001109,0603020H0AAABAB,Dexamethasone 4mg/1ml solution for injection ampoules (Aspen Pharma Trading Ltd),solutioninjection.intraarticular
amp,4045311000001108,0603020H0AAABAB,Dexamethasone 4mg/1ml solution for injection ampoules (Alliance Healthcare (Distribution) Ltd),solutioninjection.intraarticular
amp,4042711000001103,0603020H0AAAKAK,Dexamethasone 8mg/2ml solution for injection vials (A A H Pharmaceuticals Ltd),solutioninjection.intraarticular
amp,4043411000001100,0603020H0AAAKAK,Dexamethasone 8mg/2ml solution for injection vials (Organon Laboratories Ltd),solutioninjection.intraarticular
amp,4043611000001102,0603020H0AAAKAK,Dexamethasone 8mg/2ml solution for injection vials (Alliance Healthcare (Distribution) Ltd),solutioninjection.intraarticular
amp,27943411000001100,0603020H0AAALAL,Dexamethasone (base) 3.8mg/1ml solution for injection vials (Aspen Pharma Trading Ltd),solutioninjection.intraarticular
amp,28040011000001103,0603020H0AAALAL,Dexamethasone (base) 3.8mg/1ml solution for injection vials (Alliance Healthcare (Distribution) Ltd),solutioninjection.intraarticular
amp,28041311000001105,0603020H0AAALAL,Dexamethasone (base) 3.8mg/1ml solution for injection vials (A A H Pharmaceuticals Ltd),solutioninjection.intraarticular
amp,4048311000001104,0603020AAAAAAAA,Dexamethasone (base) 6.6mg/2ml solution for injection vials (A A H Pharmaceuticals Ltd),solutioninjection.intrabursal
amp,4050111000001101,0603020AAAAAAAA,Dexamethasone (base) 6.6mg/2ml solution for injection vials (Pfizer Ltd),solutioninjection.intrabursal
amp,4050411000001106,0603020AAAAAAAA,Dexamethasone (base) 6.6mg/2ml solution for injection vials (Alliance Healthcare (Distribution) Ltd),solutioninjection.intrabursal
amp,4047111000001102,0603020AAAAABAB,Dexamethasone (base) 3.3mg/1ml solution for injection ampoules (A A H Pharmaceuticals Ltd),solutioninjection.intrabursal
amp,4047411000001107,0603020AAAAABAB,Dexamethasone (base) 3.3mg/1ml solution for injection ampoules (Pfizer Ltd),solutioninjection.intrabursal
amp,4047711000001101,0603020AAAAABAB,Dexamethasone (base) 3.3mg/1ml solution for injection ampoules (Alliance Healthcare (Distribution) Ltd),solutioninjection.intrabursal
amp,19532111000001104,0603020AAAAABAB,Dexamethasone (base) 3.3mg/1ml solution for injection ampoules (hameln pharma Ltd),solutioninjection.intrabursal
amp,32167711000001108,0603020AAAAABAB,Dexamethasone (base) 3.3mg/1ml solution for injection ampoules (Wockhardt UK Ltd),solutioninjection.intrabursal
amp,22084911000001106,0603020AAAAACAC,Dexamethasone (base) 6.6mg/2ml solution for injection ampoules (hameln pharma Ltd),solutioninjection.intrabursal
amp,22127411000001109,0603020AAAAACAC,Dexamethasone (base) 6.6mg/2ml solution for injection ampoules (A A H Pharmaceuticals Ltd),solutioninjection.intrabursal
amp,28039811000001104,0603020AAAAACAC,Dexamethasone (base) 6.6mg/2ml solution for injection ampoules (Alliance Healthcare (Distribution) Ltd),solutioninjection.intrabursal
amp,4044111000001107,0603020H0AAABAB,Dexamethasone 4mg/1ml solution for injection ampoules (A A H Pharmaceuticals Ltd),solutioninjection.intrabursal
amp,4044311000001109,0603020H0AAABAB,Dexamethasone 4mg/1ml solution for injection ampoules (Aspen Pharma Trading Ltd),solutioninjection.intrabursal
amp,4045311000001108,0603020H0AAABAB,Dexamethasone 4mg/1ml solution for injection ampoules (Alliance Healthcare (Distribution) Ltd),solutioninjection.intrabursal
amp,4042711000001103,0603020H0AAAKAK,Dexamethasone 8mg/2ml solution for injection vials (A A H Pharmaceuticals Ltd),solutioninjection.intrabursal
amp,4043411000001100,0603020H0AAAKAK,Dexamethasone 8mg/2ml solution for injection vials (Organon Laboratories Ltd),solutioninjection.intrabursal
amp,4043611000001102,0603020H0AAAKAK,Dexamethasone 8mg/2ml solution for injection vials (Alliance Healthcare (Distribution) Ltd),solutioninjection.intrabursal
amp,27943411000001100,0603020H0AAALAL,Dexamethasone (base) 3.8mg/1ml solution for injection vials (Aspen Pharma Trading Ltd),solutioninjection.intrabursal
amp,28040011000001103,0603020H0AAALAL,Dexamethasone (base) 3.8mg/1ml solution for injection vials (Alliance Healthcare (Distribution) Ltd),solutioninjection.intrabursal
amp,28041311000001105,0603020H0AAALAL,Dexamethasone (base) 3.8mg/1ml solution for injection vials (A A H Pharmaceuticals Ltd),solutioninjection.intrabursal
amp,4047111000001102,0603020AAAAABAB,Dexamethasone (base) 3.3mg/1ml solution for injection ampoules (A A H Pharmaceuticals Ltd),solutioninjection.intralesional
amp,4047411000001107,0603020AAAAABAB,Dexamethasone (base) 3.3mg/1ml solution for injection ampoules (Pfizer Ltd),solutioninjection.intralesional
amp,4047711000001101,0603020AAAAABAB,Dexamethasone (base) 3.3mg/1ml solution for injection ampoules (Alliance Healthcare (Distribution) Ltd),solutioninjection.intralesional
amp,19532111000001104,0603020AAAAABAB,Dexamethasone (base) 3.3mg/1ml solution for injection ampoules (hameln pharma Ltd),solutioninjection.intralesional
amp,32167711000001108,0603020AAAAABAB,Dexamethasone (base) 3.3mg/1ml solution for injection ampoules (Wockhardt UK Ltd),solutioninjection.intralesional
amp,22084911000001106,0603020AAAAACAC,Dexamethasone (base) 6.6mg/2ml solution for injection ampoules (hameln pharma Ltd),solutioninjection.intralesional
amp,22127411000001109,0603020AAAAACAC,Dexamethasone (base) 6.6mg/2ml solution for injection ampoules (A A H Pharmaceuticals Ltd),solutioninjection.intralesional
amp,28039811000001104,0603020AAAAACAC,Dexamethasone (base) 6.6mg/2ml solution for injection ampoules (Alliance Healthcare (Distribution) Ltd),solutioninjection.intralesional
amp,30393911000001101,0603020L0AAABAB,Hydrocortisone sodium phosphate 100mg/1ml solution for injection ampoules (Advanz Pharma),solutioninjection.intralesional
amp,30394611000001105,0603020L0AAACAC,Hydrocortisone sodium phosphate 500mg/5ml solution for injection ampoules (Advanz Pharma),solutioninjection.intralesional
amp,3852011000001104,0603020L0BBAAAB,Efcortesol 100mg/1ml solution for injection ampoules (Advanz Pharma),solutioninjection.intralesional
amp,4888811000001103,0603020L0BBABAC,Efcortesol 500mg/5ml solution for injection ampoules (Advanz Pharma),solutioninjection.intralesional
amp,431711000001106,0304010G0AAAAAA,Chlorphenamine 10mg/1ml solution for injection ampoules (Alliance Healthcare (Distribution) Ltd),solutioninjection.intramuscular
amp,570811000001100,0304010G0AAAAAA,Chlorphenamine 10mg/1ml solution for injection ampoules (Kyowa Kirin Ltd),solutioninjection.intramuscular
amp,574411000001108,0304010G0AAAAAA,Chlorphenamine 10mg/1ml solution for injection ampoules (A A H Pharmaceuticals Ltd),solutioninjection.intramuscular
amp,32166011000001108,0304010G0AAAAAA,Chlorphenamine 10mg/1ml solution for injection ampoules (Wockhardt UK Ltd),solutioninjection.intramuscular
amp,36586611000001106,0304010G0AAAAAA,Chlorphenamine 10mg/1ml solution for injection ampoules (Martindale Pharmaceuticals Ltd),solutioninjection.intramuscular
amp,37166111000001106,0304010G0AAAAAA,Chlorphenamine 10mg/1ml solution for injection ampoules (DE Pharmaceuticals),solutioninjection.intramuscular
amp,37659011000001105,0304010G0AAAAAA,Chlorphenamine 10mg/1ml solution for injection ampoules (Synchrony Pharma Ltd),solutioninjection.intramuscular
amp,3707311000001105,0304030C0AAABAB,"Adrenaline (base) 1mg/1ml (1 in 1,000) solution for injection ampoules (A A H Pharmaceuticals Ltd)",solutioninjection.intramuscular
amp,3707611000001100,0304030C0AAABAB,"Adrenaline (base) 1mg/1ml (1 in 1,000) solution for injection ampoules (Martindale Pharmaceuticals Ltd)",solutioninjection.intramuscular
amp,3707911000001106,0304030C0AAABAB,"Adrenaline (base) 1mg/1ml (1 in 1,000) solution for injection ampoules (Alliance Healthcare (Distribution) Ltd)",solutioninjection.intramuscular
amp,5080411000001109,0304030C0AAABAB,"Adrenaline (base) 1mg/1ml (1 in 1,000) solution for injection ampoules (hameln pharma Ltd)",solutioninjection.intramuscular
amp,10673811000001107,0304030C0AAABAB,"Adrenaline (base) 1mg/1ml (1 in 1,000) solution for injection ampoules (Advanz Pharma)",solutioninjection.intramuscular
amp,3943911000001104,0304030C0AAAFAF,"Adrenaline (base) 500micrograms/0.5ml (1 in 1,000) solution for injection ampoules (A A H Pharmaceuticals Ltd)",solutioninjection.intramuscular
amp,3944211000001106,0304030C0AAAFAF,"Adrenaline (base) 500micrograms/0.5ml (1 in 1,000) solution for injection ampoules (Martindale Pharmaceuticals Ltd)",solutioninjection.intramuscular
amp,3944911000001102,0304030C0AAAFAF,"Adrenaline (base) 500micrograms/0.5ml (1 in 1,000) solution for injection ampoules (Alliance Healthcare (Distribution) Ltd)",solutioninjection.intramuscular
amp,3945411000001106,0304030C0AAAXAX,"Adrenaline (base) 5mg/5ml (1 in 1,000) solution for injection ampoules (A A H Pharmaceuticals Ltd)",solutioninjection.intramuscular
amp,3945611000001109,0304030C0AAAXAX,"Adrenaline (base) 5mg/5ml (1 in 1,000) solution for injection ampoules (Martindale Pharmaceuticals Ltd)",solutioninjection.intramuscular
amp,20120611000001101,0304030C0AAAYAY,"Adrenaline (base) 1mg/1ml (1 in 1,000) solution for injection pre-filled syringes (A A H Pharmaceuticals Ltd)",solutioninjection.intramuscular
amp,20120811000001102,0304030C0AAAYAY,"Adrenaline (base) 1mg/1ml (1 in 1,000) solution for injection pre-filled syringes (Alliance Healthcare (Distribution) Ltd)",solutioninjection.intramuscular
amp,20121011000001104,0304030C0AAAYAY,"Adrenaline (base) 1mg/1ml (1 in 1,000) solution for injection pre-filled syringes (Martindale Pharmaceuticals Ltd)",solutioninjection.intramuscular
amp,20121211000001109,0304030C0AAAYAY,"Adrenaline (base) for anaphylaxis 1mg/1ml (1 in 1,000) solution for injection pre-filled syringes (Martindale Pharmaceuticals Ltd)",solutioninjection.intramuscular
amp,32482311000001105,0304030C0AABDBD,"Adrenaline (base) 10mg/10ml (1 in 1,000) solution for injection ampoules (Special Order)",solutioninjection.intramuscular
amp,32869311000001108,0304030C0AABDBD,"Adrenaline (base) 10mg/10ml (1 in 1,000) solution for injection ampoules (Martindale Pharmaceuticals Ltd)",solutioninjection.intramuscular
amp,32905011000001103,0304030C0AABDBD,"Adrenaline (base) 10mg/10ml (1 in 1,000) solution for injection ampoules (A A H Pharmaceuticals Ltd)",solutioninjection.intramuscular
amp,4686411000001107,0304030C0BEAAA2,"EpiPen Jr. 150micrograms/0.3ml (1 in 2,000) solution for injection auto-injectors (Mylan)",solutioninjection.intramuscular
amp,4719411000001108,0304030C0BEABA3,"EpiPen 300micrograms/0.3ml (1 in 1,000) solution for injection auto-injectors (Mylan)",solutioninjection.intramuscular
amp,4719711000001102,0304030C0BGAAA3,"Anapen 300micrograms/0.3ml (1 in 1,000) solution for injection auto-injectors (Lincoln Medical Ltd)",solutioninjection.intramuscular
amp,4686111000001102,0304030C0BGABA2,"Anapen Junior 150micrograms/0.3ml (1 in 2,000) solution for injection auto-injectors (Lincoln Medical Ltd)",solutioninjection.intramuscular
amp,16461411000001109,0304030C0BGACBE,Anapen 500micrograms/0.3ml (1 in 600) solution for injection auto-injectors (Lincoln Medical Ltd),solutioninjection.intramuscular
amp,18267711000001102,0304030C0BHAABF,"Jext 150micrograms/0.15ml (1 in 1,000) solution for injection auto-injectors (ALK-Abello Ltd)",solutioninjection.intramuscular
amp,18262811000001107,0304030C0BHABA3,"Jext 300micrograms/0.3ml (1 in 1,000) solution for injection auto-injectors (ALK-Abello Ltd)",solutioninjection.intramuscular
amp,23415411000001104,0304030C0BIAABF,"Emerade 150micrograms/0.15ml (1 in 1,000) solution for injection auto-injectors (Bausch & Lomb UK Ltd)",solutioninjection.intramuscular
amp,23415811000001102,0304030C0BIABA3,"Emerade 300micrograms/0.3ml (1 in 1,000) solution for injection auto-injectors (Bausch & Lomb UK Ltd)",solutioninjection.intramuscular
amp,23420111000001107,0304030C0BIACBG,"Emerade 500micrograms/0.5ml (1 in 1,000) solution for injection auto-injectors (Bausch & Lomb UK Ltd)",solutioninjection.intramuscular
amp,4048311000001104,0603020AAAAAAAA,Dexamethasone (base) 6.6mg/2ml solution for injection vials (A A H Pharmaceuticals Ltd),solutioninjection.intramuscular
amp,4050111000001101,0603020AAAAAAAA,Dexamethasone (base) 6.6mg/2ml solution for injection vials (Pfizer Ltd),solutioninjection.intramuscular
amp,4050411000001106,0603020AAAAAAAA,Dexamethasone (base) 6.6mg/2ml solution for injection vials (Alliance Healthcare (Distribution) Ltd),solutioninjection.intramuscular
amp,4047111000001102,0603020AAAAABAB,Dexamethasone (base) 3.3mg/1ml solution for injection ampoules (A A H Pharmaceuticals Ltd),solutioninjection.intramuscular
amp,4047411000001107,0603020AAAAABAB,Dexamethasone (base) 3.3mg/1ml solution for injection ampoules (Pfizer Ltd),solutioninjection.intramuscular
amp,4047711000001101,0603020AAAAABAB,Dexamethasone (base) 3.3mg/1ml solution for injection ampoules (Alliance Healthcare (Distribution) Ltd),solutioninjection.intramuscular
amp,19532111000001104,0603020AAAAABAB,Dexamethasone (base) 3.3mg/1ml solution for injection ampoules (hameln pharma Ltd),solutioninjection.intramuscular
amp,32167711000001108,0603020AAAAABAB,Dexamethasone (base) 3.3mg/1ml solution for injection ampoules (Wockhardt UK Ltd),solutioninjection.intramuscular
amp,22084911000001106,0603020AAAAACAC,Dexamethasone (base) 6.6mg/2ml solution for injection ampoules (hameln pharma Ltd),solutioninjection.intramuscular
amp,22127411000001109,0603020AAAAACAC,Dexamethasone (base) 6.6mg/2ml solution for injection ampoules (A A H Pharmaceuticals Ltd),solutioninjection.intramuscular
amp,28039811000001104,0603020AAAAACAC,Dexamethasone (base) 6.6mg/2ml solution for injection ampoules (Alliance Healthcare (Distribution) Ltd),solutioninjection.intramuscular
amp,4044111000001107,0603020H0AAABAB,Dexamethasone 4mg/1ml solution for injection ampoules (A A H Pharmaceuticals Ltd),solutioninjection.intramuscular
amp,4044311000001109,0603020H0AAABAB,Dexamethasone 4mg/1ml solution for injection ampoules (Aspen Pharma Trading Ltd),solutioninjection.intramuscular
amp,4045311000001108,0603020H0AAABAB,Dexamethasone 4mg/1ml solution for injection ampoules (Alliance Healthcare (Distribution) Ltd),solutioninjection.intramuscular
amp,4042711000001103,0603020H0AAAKAK,Dexamethasone 8mg/2ml solution for injection vials (A A H Pharmaceuticals Ltd),solutioninjection.intramuscular
amp,4043411000001100,0603020H0AAAKAK,Dexamethasone 8mg/2ml solution for injection vials (Organon Laboratories Ltd),solutioninjection.intramuscular
amp,4043611000001102,0603020H0AAAKAK,Dexamethasone 8mg/2ml solution for injection vials (Alliance Healthcare (Distribution) Ltd),solutioninjection.intramuscular
amp,27943411000001100,0603020H0AAALAL,Dexamethasone (base) 3.8mg/1ml solution for injection vials (Aspen Pharma Trading Ltd),solutioninjection.intramuscular
amp,28040011000001103,0603020H0AAALAL,Dexamethasone (base) 3.8mg/1ml solution for injection vials (Alliance Healthcare (Distribution) Ltd),solutioninjection.intramuscular
amp,28041311000001105,0603020H0AAALAL,Dexamethasone (base) 3.8mg/1ml solution for injection vials (A A H Pharmaceuticals Ltd),solutioninjection.intramuscular
amp,30807511000001104,0603020K0AAAAAA,Methylprednisolone sodium succinate 40mg powder and solvent for solution for injection vials (A A H Pharmaceuticals Ltd),solutioninjection.intramuscular
amp,20129111000001104,0603020K0AAACAC,Methylprednisolone sodium succinate 500mg powder and solvent for solution for injection vials (Kent Pharmaceuticals Ltd),solutioninjection.intramuscular
amp,22128311000001101,0603020K0AAACAC,Methylprednisolone sodium succinate 500mg powder and solvent for solution for injection vials (A A H Pharmaceuticals Ltd),solutioninjection.intramuscular
amp,20129311000001102,0603020K0AAADAD,Methylprednisolone sodium succinate 1g powder and solvent for solution for injection vials (Kent Pharmaceuticals Ltd),solutioninjection.intramuscular
amp,22128611000001106,0603020K0AAADAD,Methylprednisolone sodium succinate 1g powder and solvent for solution for injection vials (A A H Pharmaceuticals Ltd),solutioninjection.intramuscular
amp,4393011000001100,0603020K0BCAAAA,Solu-Medrone 40mg powder and solvent for solution for injection vials (Pfizer Ltd),solutioninjection.intramuscular
amp,4392411000001100,0603020K0BCABAB,Solu-Medrone 125mg powder and solvent for solution for injection vials (Pfizer Ltd),solutioninjection.intramuscular
amp,4179311000001102,0603020K0BCACAC,Solu-Medrone 500mg powder and solvent for solution for injection vials (Pfizer Ltd),solutioninjection.intramuscular
amp,4180211000001105,0603020K0BCADAD,Solu-Medrone 1g powder and solvent for solution for injection vials (Pfizer Ltd),solutioninjection.intramuscular
amp,4392711000001106,0603020K0BCAEAE,Solu-Medrone 2g powder and solvent for solution for injection vials (Pfizer Ltd),solutioninjection.intramuscular
amp,30393911000001101,0603020L0AAABAB,Hydrocortisone sodium phosphate 100mg/1ml solution for injection ampoules (Advanz Pharma),solutioninjection.intramuscular
